CustomerID,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMScore
14609.0,72,4,601.5600000000001,3,2,1,321
14616.0,242,3,406.08000000000004,4,2,1,421
14618.0,9,3,109.8,1,2,2,122
14619.0,245,1,19.9,4,4,3,443
14620.0,205,2,18.18,4,3,3,433
14621.0,1,5,143.6,1,2,1,121
14622.0,184,1,20.8,4,4,3,443
14623.0,32,5,32.31,2,2,3,223
14624.0,57,2,35.1,3,3,3,333
14625.0,196,2,30.5,4,3,3,433
14626.0,23,4,65.88,2,2,2,222
14628.0,91,2,54.6,3,3,2,332
14629.0,4,2,19.45,1,3,3,133
14631.0,50,3,114.30000000000001,3,2,2,322
14632.0,262,1,15.9,4,4,4,444
14633.0,266,1,15.8,4,4,4,444
14636.0,36,2,62.46,2,3,2,232
14638.0,50,1,57.800000000000004,3,4,2,342
14639.0,52,6,125.08999999999999,3,1,1,311
14640.0,24,6,188.91000000000003,2,1,1,211
14641.0,21,1,39.599999999999994,2,4,3,243
14642.0,58,1,19.8,3,4,3,343
14643.0,170,2,30.759999999999998,4,3,3,433
14644.0,67,2,107.34000000000002,3,3,2,332
14645.0,156,2,39.099999999999994,4,3,3,433
14647.0,201,1,9.9,4,4,4,444
14649.0,4,4,52.75,1,2,2,122
14651.0,67,2,9.39,3,3,4,334
14652.0,77,1,4.25,3,4,4,344
14653.0,1,7,82.91999999999999,1,1,2,112
14655.0,8,4,81.55000000000001,1,2,2,122
14656.0,169,2,22.7,4,3,3,433
14657.0,17,4,33.52,1,2,3,123
14658.0,5,2,3.74,1,3,4,134
14659.0,8,9,119.48,1,1,2,112
14660.0,86,2,8.64,3,3,4,334
14661.0,26,1,0.85,2,4,4,244
14662.0,28,4,12.65,2,2,4,224
14664.0,19,2,22.4,2,3,3,233
14665.0,60,5,198.39999999999998,3,2,1,321
14666.0,24,1,6.6,2,4,4,244
14667.0,10,24,395.17,1,1,1,111
14669.0,241,3,27.35,4,2,3,423
14670.0,280,2,13.9,4,3,4,434
14672.0,234,2,17.55,4,3,3,433
14673.0,3,4,141.6,1,2,1,121
14675.0,16,1,1.65,1,4,4,144
14676.0,31,6,492.6,2,1,1,211
14680.0,25,15,2111.2599999999998,2,1,1,211
14681.0,71,3,120.0,3,2,2,322
14682.0,187,2,52.0,4,3,2,432
14684.0,25,5,11.48,2,2,4,224
14687.0,106,1,10.2,3,4,4,344
14688.0,7,20,779.2299999999999,1,1,1,111
14689.0,208,1,7.95,4,4,4,444
14690.0,44,2,19.5,2,3,3,233
14691.0,30,5,180.89999999999998,2,2,1,221
14692.0,137,4,37.050000000000004,4,2,3,423
14693.0,264,1,4.25,4,4,4,444
14696.0,4,6,97.12,1,1,2,112
14697.0,218,2,22.63,4,3,3,433
14698.0,1,5,35.4,1,2,3,123
14699.0,214,1,12.600000000000001,4,4,4,444
14700.0,32,3,22.45,2,2,3,223
14701.0,10,9,170.28999999999996,1,1,1,111
14702.0,1,17,164.12000000000003,1,1,1,111
14703.0,14,1,16.5,1,4,4,144
14704.0,11,9,72.94999999999999,1,1,2,112
14705.0,198,1,179.0,4,4,1,441
14708.0,2,2,141.89999999999998,1,3,1,131
14709.0,15,13,265.1,1,1,1,111
14710.0,14,4,44.559999999999995,1,2,3,123
14711.0,10,11,389.54999999999995,1,1,1,111
14712.0,29,3,164.65,2,2,1,221
14713.0,9,11,228.07,1,1,1,111
14714.0,24,1,9.899999999999999,2,4,4,244
14715.0,24,4,104.8,2,2,2,222
14716.0,43,2,7.19,2,3,4,234
14719.0,1,5,54.65,1,2,2,122
14720.0,5,3,45.75,1,2,2,122
14722.0,147,1,7.95,4,4,4,444
14723.0,10,4,19.0,1,2,3,123
14725.0,24,1,12.5,2,4,4,244
14727.0,274,1,50.849999999999994,4,4,2,442
14730.0,1,8,41.949999999999996,1,1,3,113
14731.0,47,3,46.2,2,2,2,222
14732.0,8,8,150.84,1,1,1,111
14733.0,16,11,464.6600000000001,1,1,1,111
14735.0,3,32,1309.56,1,1,1,111
14737.0,3,3,318.0,1,2,1,121
14738.0,42,7,167.89999999999998,2,1,1,211
14739.0,4,6,432.9,1,1,1,111
14740.0,197,3,42.239999999999995,4,2,3,423
14741.0,11,5,219.10000000000002,1,2,1,121
14744.0,16,6,67.38,1,1,2,112
14745.0,112,5,145.60000000000002,3,2,1,321
14747.0,249,1,33.9,4,4,3,443
14748.0,29,3,45.47999999999999,2,2,2,222
14752.0,43,1,208.79999999999998,2,4,1,241
14753.0,87,1,17.85,3,4,3,343
14754.0,44,2,31.5,2,3,3,233
14755.0,9,11,280.39,1,1,1,111
14756.0,15,1,20.8,1,4,3,143
14757.0,75,1,34.5,3,4,3,343
14758.0,144,4,83.32,4,2,2,422
14759.0,4,3,54.25,1,2,2,122
14760.0,297,1,10.2,4,4,4,444
14761.0,58,2,56.699999999999996,3,3,2,332
14762.0,263,1,15.0,4,4,4,444
14764.0,46,1,67.2,2,4,2,242
14765.0,29,3,36.95,2,2,3,223
14766.0,8,5,108.03,1,2,2,122
14768.0,17,2,94.80000000000001,1,3,2,132
14769.0,2,8,131.46,1,1,1,111
14770.0,232,2,25.5,4,3,3,433
14772.0,112,1,17.4,3,4,4,344
14775.0,58,2,39.599999999999994,3,3,3,333
14776.0,51,11,226.37999999999997,3,1,1,311
14778.0,127,2,60.0,3,3,2,332
14779.0,280,3,54.95,4,2,2,422
14780.0,54,2,35.02,3,3,3,333
14782.0,319,1,90.0,4,4,2,442
14784.0,26,2,80.51,2,3,2,232
14785.0,10,2,67.92,1,3,2,132
14788.0,7,2,37.5,1,3,3,133
14789.0,28,1,28.44,2,4,3,243
14790.0,16,4,121.42,1,2,2,122
14792.0,63,1,1.95,3,4,4,344
14793.0,21,1,15.0,2,4,4,244
14794.0,2,7,148.45,1,1,1,111
14795.0,166,1,31.8,4,4,3,443
14796.0,1,16,167.28000000000003,1,1,1,111
14798.0,52,3,40.2,3,2,3,323
14799.0,51,1,5.76,3,4,4,344
14800.0,47,11,76.94,2,1,2,212
14801.0,61,1,0.72,3,4,4,344
14803.0,162,3,181.54999999999998,4,2,1,421
14804.0,8,1,53.1,1,4,2,142
14805.0,15,4,102.69999999999999,1,2,2,122
14806.0,75,1,10.5,3,4,4,344
14808.0,39,8,202.45999999999998,2,1,1,211
14810.0,40,10,133.20000000000002,2,1,1,211
14815.0,36,2,42.36,2,3,3,233
14816.0,197,1,9.95,4,4,4,444
14817.0,200,2,21.25,4,3,3,433
14818.0,73,3,17.5,3,2,3,323
14819.0,64,2,37.77,3,3,3,333
14820.0,21,4,81.69999999999999,2,2,2,222
14823.0,180,3,19.45,4,2,3,423
14824.0,10,4,267.20000000000005,1,2,1,121
14825.0,3,11,237.56999999999996,1,1,1,111
14828.0,196,3,496.94000000000005,4,2,1,421
14829.0,29,3,52.0,2,2,2,222
14830.0,53,1,2.08,3,4,4,344
14834.0,17,6,340.58,1,1,1,111
14836.0,10,3,41.4,1,2,3,123
14837.0,89,4,58.51,3,2,2,322
14840.0,267,1,15.0,4,4,4,444
14841.0,53,6,207.93000000000004,3,1,1,311
14842.0,43,4,81.7,2,2,2,222
14844.0,63,4,99.20000000000002,3,2,2,322
14847.0,148,1,25.0,4,4,3,443
14849.0,21,22,412.2099999999999,2,1,1,211
14850.0,311,1,2.1,4,4,4,444
14851.0,23,2,73.2,2,3,2,232
14852.0,58,6,122.0,3,1,1,311
14853.0,24,2,195.0,2,3,1,231
14854.0,78,7,200.7,3,1,1,311
14855.0,119,2,50.39999999999999,3,3,2,332
14856.0,36,3,46.5,2,2,2,222
14857.0,59,2,45.3,3,3,2,332
14859.0,12,4,69.24,1,2,2,122
14860.0,19,1,13.52,2,4,4,244
14861.0,52,1,39.6,3,4,3,343
14862.0,25,2,38.68,2,3,3,233
14863.0,29,1,34.68,2,4,3,243
14865.0,7,1,15.0,1,4,4,144
14866.0,10,11,1157.9700000000003,1,1,1,111
14867.0,185,3,39.92,4,2,3,423
14868.0,3,8,152.8,1,1,1,111
14869.0,8,2,32.4,1,3,3,133
14870.0,261,1,14.850000000000001,4,4,4,444
14871.0,3,4,41.84,1,2,3,123
14873.0,210,1,25.5,4,4,3,443
14875.0,107,2,77.10000000000001,3,3,2,332
14878.0,12,9,263.75,1,1,1,111
14880.0,77,3,45.3,3,2,2,322
14881.0,19,1,15.0,2,4,4,244
14882.0,26,2,128.4,2,3,1,231
14883.0,18,6,58.480000000000004,2,1,2,212
14885.0,131,1,20.4,3,4,3,343
14886.0,252,1,39.8,4,4,3,443
14887.0,79,1,72.0,3,4,2,342
14888.0,207,1,16.5,4,4,4,444
14889.0,336,1,10.2,4,4,4,444
14890.0,253,1,10.2,4,4,4,444
14891.0,148,2,43.5,4,3,3,433
14893.0,9,2,24.96,1,3,3,133
14894.0,85,1,40.8,3,4,3,343
14895.0,7,20,630.6400000000001,1,1,1,111
14896.0,204,2,28.650000000000002,4,3,3,433
14897.0,7,4,79.56,1,2,2,122
14898.0,23,5,145.21,2,2,1,221
14901.0,11,7,113.26,1,1,2,112
14902.0,25,1,16.5,2,4,4,244
14903.0,21,5,61.0,2,2,2,222
14904.0,2,2,37.44,1,3,3,133
14905.0,157,2,121.19999999999999,4,3,2,432
14907.0,3,6,156.72000000000003,1,1,1,111
14908.0,74,1,9.9,3,4,4,344
14910.0,2,4,58.480000000000004,1,2,2,122
14913.0,35,4,34.02,2,2,3,223
14915.0,91,2,57.480000000000004,3,3,2,332
14916.0,70,4,30.72,3,2,3,323
14918.0,115,2,85.80000000000001,3,3,2,332
14920.0,212,2,34.2,4,3,3,433
14921.0,30,2,55.080000000000005,2,3,2,232
14923.0,50,1,19.8,3,4,3,343
14924.0,245,1,47.400000000000006,4,4,2,442
14929.0,32,1,17.4,2,4,4,244
14944.0,29,12,491.95000000000005,2,1,1,211
14946.0,14,1,33.2,1,4,3,143
14947.0,72,2,70.32,3,3,2,332
14948.0,23,6,118.92000000000002,2,1,2,212
14950.0,19,1,17.0,2,4,4,244
14951.0,79,1,1.92,3,4,4,344
14952.0,59,11,871.38,3,1,1,311
14953.0,25,1,3.3,2,4,4,244
14954.0,12,1,4.25,1,4,4,144
14957.0,253,1,5.0,4,4,4,444
14958.0,147,3,47.9,4,2,2,422
14959.0,64,4,53.75,3,2,2,322
14960.0,8,2,84.0,1,3,2,132
14961.0,10,9,297.24999999999994,1,1,1,111
14962.0,270,1,14.850000000000001,4,4,4,444
14963.0,9,5,41.3,1,2,3,123
14964.0,247,1,12.75,4,4,4,444
14965.0,96,2,77.08,3,3,2,332
14966.0,14,1,2.5,1,4,4,144
14967.0,49,1,15.0,2,4,4,244
14968.0,30,1,1.66,2,4,4,244
14970.0,68,4,175.58,3,2,1,321
14971.0,35,3,35.849999999999994,2,2,3,223
14972.0,128,1,12.75,3,4,4,344
14973.0,107,3,74.7,3,2,2,322
14974.0,37,1,4.95,2,4,4,244
14975.0,57,1,11.7,3,4,4,344
14976.0,57,7,67.0,3,1,2,312
14978.0,72,5,75.15,3,2,2,322
14981.0,246,1,16.5,4,4,4,444
14984.0,19,2,7.53,2,3,4,234
14985.0,198,2,8.85,4,3,4,434
14987.0,15,2,163.2,1,3,1,131
14988.0,211,1,1.66,4,4,4,444
14995.0,38,2,12.45,2,3,4,234
14997.0,46,3,43.08,2,2,3,223
14998.0,170,2,7.85,4,3,4,434
15000.0,47,1,13.9,2,4,4,244
15002.0,115,3,60.900000000000006,3,2,2,322
15004.0,147,1,3.3,4,4,4,444
15005.0,15,27,158.32999999999998,1,1,1,111
15006.0,51,1,5.9,3,4,4,344
15007.0,159,1,15.0,4,4,4,444
15009.0,12,3,66.02,1,2,2,122
15010.0,35,1,22.5,2,4,3,243
15012.0,53,1,2.95,3,4,4,344
15014.0,43,2,39.45,2,3,3,233
15016.0,172,1,7.95,4,4,4,444
15017.0,33,1,3.75,2,4,4,244
15018.0,38,2,16.450000000000003,2,3,4,234
15019.0,266,1,0.85,4,4,4,444
15021.0,8,8,31.060000000000002,1,1,3,113
15022.0,11,4,59.95,1,2,2,122
15023.0,3,10,116.51,1,1,2,112
15024.0,9,8,93.25,1,1,2,112
15025.0,33,1,5.95,2,4,4,244
15026.0,80,3,22.2,3,2,3,323
15027.0,30,4,198.89999999999998,2,2,1,221
15028.0,8,3,52.5,1,2,2,122
15030.0,71,2,125.4,3,3,1,331
15031.0,4,4,7.479999999999999,1,2,4,124
15032.0,256,1,16.5,4,4,4,444
15033.0,4,10,76.29,1,1,2,112
15034.0,15,8,145.2,1,1,1,111
15035.0,89,1,3.75,3,4,4,344
15036.0,72,3,28.270000000000003,3,2,3,323
15038.0,58,5,33.040000000000006,3,2,3,323
15039.0,9,46,1197.2700000000002,1,1,1,111
15041.0,170,1,4.15,4,4,4,444
15042.0,199,1,76.5,4,4,2,442
15043.0,31,1,179.0,2,4,1,241
15044.0,19,17,238.83,2,1,1,211
15045.0,151,2,95.28000000000002,4,3,2,432
15046.0,9,15,429.42999999999995,1,1,1,111
15047.0,269,1,12.600000000000001,4,4,4,444
15048.0,65,3,17.38,3,2,4,324
15049.0,273,1,1.7,4,4,4,444
15050.0,25,3,118.86,2,2,2,222
15051.0,23,3,12.71,2,2,4,224
15052.0,319,1,5.1,4,4,4,444
15053.0,4,3,30.9,1,2,3,123
15054.0,12,2,18.39,1,3,3,133
15057.0,275,2,329.09999999999997,4,3,1,431
15058.0,25,11,136.6,2,1,1,211
15059.0,40,9,80.77,2,1,2,212
15060.0,8,4,22.279999999999998,1,2,3,123
15061.0,3,41,5475.0,1,1,1,111
15062.0,71,4,68.5,3,2,2,322
15063.0,213,1,30.599999999999998,4,4,3,443
15065.0,37,4,70.2,2,2,2,222
15066.0,53,1,18.75,3,4,3,343
15067.0,78,3,72.9,3,2,2,322
15068.0,46,2,18.5,2,3,3,233
15069.0,179,1,12.75,4,4,4,444
15071.0,93,2,155.8,3,3,1,331
15073.0,9,3,102.67999999999999,1,2,2,122
15074.0,105,1,34.68,3,4,3,343
15075.0,77,1,33.2,3,4,3,343
15076.0,172,1,21.9,4,4,3,443
15078.0,7,30,643.8500000000001,1,1,1,111
15079.0,212,4,186.5,4,2,1,421
15081.0,22,4,68.2,2,2,2,222
15083.0,256,1,34.8,4,4,3,443
15087.0,281,1,24.96,4,4,3,443
15088.0,21,2,54.150000000000006,2,3,2,232
15089.0,10,6,111.11000000000001,1,1,2,112
15090.0,308,1,16.5,4,4,4,444
15091.0,67,1,34.0,3,4,3,343
15092.0,215,2,54.15,4,3,2,432
15093.0,18,5,495.78,2,2,1,221
15095.0,103,4,85.2,3,2,2,322
15096.0,42,1,17.85,2,4,3,243
15097.0,4,1,5.1,1,4,4,144
15098.0,182,3,39916.5,4,2,1,421
15099.0,84,1,14.75,3,4,4,344
15100.0,333,1,175.2,4,4,1,441
15101.0,8,2,71.28,1,3,2,132
15103.0,31,2,40.739999999999995,2,3,3,233
15104.0,196,2,56.4,4,3,2,432
15105.0,18,7,164.76,2,1,1,211
15106.0,17,5,82.89,1,2,2,122
15107.0,311,5,97.25,4,2,2,422
15109.0,245,1,15.0,4,4,4,444
15110.0,23,4,104.45,2,2,2,222
15111.0,29,2,64.6,2,3,2,232
15113.0,9,3,324.25,1,2,1,121
15114.0,30,10,185.71999999999997,2,1,1,211
15115.0,18,1,10.2,2,4,4,244
15116.0,17,4,177.8,1,2,1,121
15117.0,14,5,213.95,1,2,1,121
15118.0,134,1,244.8,3,4,1,341
15119.0,245,1,33.9,4,4,3,443
15120.0,133,1,39.6,3,4,3,343
15121.0,50,2,34.650000000000006,3,3,3,333
15122.0,114,3,47.599999999999994,3,2,2,322
15123.0,7,2,30.9,1,3,3,133
15124.0,22,2,21.72,2,3,3,233
15125.0,25,15,1753.04,2,1,1,211
15127.0,65,1,24.75,3,4,3,343
15128.0,60,4,88.4,3,2,2,322
15129.0,50,11,1046.4,3,1,1,311
15130.0,169,1,15.0,4,4,4,444
15132.0,18,5,113.50000000000001,2,2,2,222
15133.0,127,3,96.56,3,2,2,322
15134.0,14,8,187.58,1,1,1,111
15135.0,239,1,19.5,4,4,3,443
15136.0,2,4,72.83000000000001,1,2,2,122
15139.0,239,2,22.560000000000002,4,3,3,433
15140.0,52,7,161.16,3,1,1,311
15142.0,46,1,15.0,2,4,4,244
15143.0,225,1,19.799999999999997,4,4,3,443
15144.0,8,17,499.6,1,1,1,111
15145.0,4,4,54.36,1,2,2,122
15146.0,164,2,39.599999999999994,4,3,3,433
15147.0,240,1,15.0,4,4,4,444
15148.0,10,1,20.1,1,4,3,143
15149.0,133,1,17.0,3,4,4,344
15150.0,17,10,211.31,1,1,1,111
15152.0,9,13,213.33999999999997,1,1,1,111
15153.0,31,1,12.48,2,4,4,244
15154.0,75,1,2.95,3,4,4,344
15156.0,1,3,75.1,1,2,2,122
15157.0,3,3,53.839999999999996,1,2,2,122
15158.0,45,1,122.04,2,4,1,241
15159.0,1,30,878.2500000000001,1,1,1,111
15160.0,357,1,106.2,4,4,2,442
15163.0,18,2,86.3,2,3,2,232
15164.0,68,3,32.92,3,2,3,323
15167.0,320,1,2.1,4,4,4,444
15168.0,25,1,47.7,2,4,2,242
15171.0,331,1,127.49999999999999,4,4,1,441
15172.0,8,5,67.25999999999999,1,2,2,122
15174.0,322,1,15.6,4,4,4,444
15175.0,71,1,17.4,3,4,4,344
15178.0,260,1,19.5,4,4,3,443
15179.0,18,5,214.83,2,2,1,221
15181.0,66,3,120.6,3,2,2,322
15182.0,154,2,36.6,4,3,3,433
15184.0,29,2,17.85,2,3,3,233
15185.0,70,1,15.600000000000001,3,4,4,344
15186.0,14,2,61.300000000000004,1,3,2,132
15187.0,1,16,1976.4799999999998,1,1,1,111
15189.0,1,41,3785.35,1,1,1,111
15192.0,119,3,84.89999999999999,3,2,2,322
15193.0,60,1,70.8,3,4,2,342
15194.0,3,14,257.4,1,1,1,111
15195.0,2,1,3861.0,1,4,1,141
15197.0,10,3,478.20000000000005,1,2,1,121
15198.0,92,2,33.32,3,3,3,333
15199.0,59,4,487.15,3,2,1,321
15201.0,87,5,203.98000000000002,3,2,1,321
15203.0,25,6,64.38,2,1,2,212
15204.0,357,1,16.5,4,4,4,444
15205.0,85,2,22.650000000000002,3,3,3,333
15206.0,10,4,157.79999999999998,1,2,1,121
15208.0,1,5,165.3,1,2,1,121
15210.0,225,1,14.75,4,4,4,444
15211.0,60,2,33.0,3,3,3,333
15212.0,241,1,11.6,4,4,4,444
15213.0,318,2,23.549999999999997,4,3,3,433
15214.0,1,8,127.36000000000001,1,1,1,111
15215.0,46,3,81.30000000000001,2,2,2,222
15216.0,87,1,63.6,3,4,2,342
15218.0,10,11,578.8000000000001,1,1,1,111
15219.0,176,1,79.80000000000001,4,4,2,442
15220.0,51,6,124.65,3,1,1,311
15222.0,318,1,145.0,4,4,1,441
15223.0,225,2,80.7,4,3,2,432
15224.0,358,2,48.449999999999996,4,3,2,432
15225.0,234,1,15.0,4,4,4,444
15226.0,310,1,25.5,4,4,3,443
15227.0,36,5,72.48,2,2,2,222
15228.0,66,4,146.1,3,2,1,321
15230.0,239,2,94.80000000000001,4,3,2,432
15232.0,113,2,34.0,3,3,3,333
15234.0,276,1,15.0,4,4,4,444
15235.0,217,10,155.1,4,1,1,411
15236.0,298,1,17.4,4,4,4,444
15237.0,1,4,62.72,1,2,2,122
15238.0,29,3,42.24,2,2,3,223
15239.0,10,2,44.88,1,3,3,133
15240.0,44,5,137.88,2,2,1,221
15241.0,66,8,175.01999999999998,3,1,1,311
15243.0,74,1,12.48,3,4,4,344
15244.0,65,2,39.599999999999994,3,3,3,333
15245.0,134,3,80.0,3,2,2,322
15246.0,238,2,27.900000000000002,4,3,3,433
15247.0,122,1,81.6,3,4,2,342
15249.0,31,13,326.51,2,1,1,211
15251.0,9,11,1192.9,1,1,1,111
15252.0,36,2,34.8,2,3,3,233
15253.0,16,5,109.45,1,2,2,122
15254.0,127,1,16.8,3,4,4,344
15255.0,66,1,17.700000000000003,3,4,3,343
15256.0,148,1,16.5,4,4,4,444
15257.0,283,1,33.9,4,4,3,443
15258.0,168,2,33.5,4,3,3,433
15260.0,100,5,98.9,3,2,2,322
15261.0,135,1,4.5600000000000005,4,4,4,444
15262.0,323,1,17.0,4,4,4,444
15263.0,106,1,17.4,3,4,4,344
15264.0,64,1,29.700000000000003,3,4,3,343
15265.0,151,2,32.55,4,3,3,433
15266.0,338,1,39.8,4,4,3,443
15267.0,22,5,641.76,2,2,1,221
15269.0,23,1,118.80000000000001,2,4,2,242
15270.0,15,7,516.5,1,1,1,111
15271.0,7,15,200.29,1,1,1,111
15272.0,57,2,42.599999999999994,3,3,3,333
15274.0,4,2,34.8,1,3,3,133
15275.0,37,1,9.95,2,4,4,244
15276.0,66,1,1.25,3,4,4,344
15277.0,46,1,19.8,2,4,3,243
15279.0,354,1,8.4,4,4,4,444
15280.0,172,1,0.72,4,4,4,444
15281.0,58,9,208.92000000000002,3,1,1,311
15286.0,49,1,59.400000000000006,2,4,2,242
15287.0,22,2,162.0,2,3,1,231
15288.0,43,5,121.35,2,2,2,222
15289.0,29,3,45.24,2,2,2,222
15290.0,4,18,572.7,1,1,1,111
15291.0,25,14,916.49,2,1,1,211
15292.0,201,1,3.3,4,4,4,444
15296.0,50,6,94.95,3,1,2,312
15297.0,10,3,52.25,1,2,2,122
15298.0,2,11,1273.5200000000002,1,1,1,111
15299.0,67,4,2672.0,3,2,1,321
15300.0,64,1,15.0,3,4,4,344
15301.0,50,11,878.5000000000001,3,1,1,311
15303.0,290,1,12.75,4,4,4,444
15304.0,60,7,253.14999999999998,3,1,1,311
15306.0,64,3,127.2,3,2,1,321
15307.0,95,1,22.5,3,4,3,343
15308.0,274,1,19.9,4,4,3,443
15311.0,0,88,4609.229999999999,1,1,1,111
15312.0,75,4,56.8,3,2,2,322
15313.0,110,1,52.0,3,4,2,342
15314.0,199,1,5.04,4,4,4,444
15315.0,64,2,33.0,3,3,3,333
15316.0,326,1,165.0,4,4,1,441
15318.0,3,1,9.0,1,4,4,144
15319.0,283,1,11.9,4,4,4,444
15320.0,44,1,2.95,2,4,4,244
15321.0,70,3,117.9,3,2,2,322
15322.0,85,1,8.5,3,4,4,344
15325.0,103,1,1.25,3,4,4,344
15326.0,333,1,13.200000000000001,4,4,4,444
15327.0,52,1,38.25,3,4,3,343
15329.0,39,3,40.35,2,2,3,223
15330.0,32,2,163.2,2,3,1,231
15333.0,208,1,22.5,4,4,3,443
15334.0,156,3,21.54,4,2,3,423
15335.0,53,1,2.55,3,4,4,344
15339.0,66,2,16.15,3,3,4,334
15341.0,80,1,102.0,3,4,2,342
15342.0,129,1,15.299999999999999,3,4,4,344
15343.0,87,1,25.5,3,4,3,343
15344.0,0,3,64.8,1,2,2,122
15345.0,45,1,25.5,2,4,3,243
15346.0,332,1,17.85,4,4,3,443
15348.0,72,1,15.0,3,4,4,344
15349.0,158,2,18.4,4,3,3,433
15351.0,12,6,72.32,1,1,2,112
15353.0,254,1,21.9,4,4,3,443
15355.0,29,2,35.7,2,3,3,233
15356.0,31,9,36.45,2,1,3,213
15358.0,4,22,388.0999999999999,1,1,1,111
15360.0,39,1,29.700000000000003,2,4,3,243
15361.0,361,1,10.2,4,4,4,444
15364.0,95,2,104.75999999999999,3,3,2,332
15365.0,25,7,296.40000000000003,2,1,1,211
15366.0,75,2,45.0,3,3,3,333
15367.0,57,4,71.6,3,2,2,322
15368.0,21,1,16.5,2,4,4,244
15370.0,40,7,283.6,2,1,1,211
15372.0,137,1,88.80000000000001,4,4,2,442
15373.0,8,11,305.3,1,1,1,111
15374.0,128,1,91.8,3,4,2,342
15376.0,40,3,40.199999999999996,2,2,3,223
15379.0,169,7,170.2,4,1,1,411
15380.0,8,5,634.2,1,2,1,121
15381.0,213,2,349.95000000000005,4,3,1,431
15382.0,14,6,136.26000000000002,1,1,1,111
15384.0,169,2,30.15,4,3,3,433
15385.0,40,1,12.48,2,4,4,244
15386.0,186,1,23.400000000000002,4,4,3,443
15389.0,172,1,500.0,4,4,1,441
15392.0,4,4,94.96,1,2,2,122
15393.0,16,2,35.1,1,3,3,133
15394.0,9,4,103.0,1,2,2,122
15395.0,325,1,17.0,4,4,4,444
15396.0,112,1,68.0,3,4,2,342
15397.0,289,1,14.850000000000001,4,4,4,444
15398.0,16,2,52.2,1,3,2,132
15399.0,1,3,46.5,1,2,2,122
15400.0,92,5,331.9,3,2,1,321
15402.0,148,2,64.2,4,3,2,432
15405.0,189,1,61.199999999999996,4,4,2,442
15406.0,31,2,23.35,2,3,3,233
15407.0,33,4,31.529999999999998,2,2,3,223
15408.0,264,1,4.95,4,4,4,444
15410.0,84,8,219.97000000000003,3,1,1,311
15411.0,26,4,46.99999999999999,2,2,2,222
15412.0,171,1,102.0,4,4,2,442
15414.0,9,3,74.75999999999999,1,2,2,122
15415.0,313,1,15.0,4,4,4,444
15416.0,64,4,66.99,3,2,2,322
15417.0,85,1,15.6,3,4,4,344
15419.0,24,1,10.08,2,4,4,244
15421.0,58,4,77.8,3,2,2,322
15422.0,323,2,34.7,4,3,3,433
15423.0,38,1,36.0,2,4,3,243
15424.0,254,2,48.72,4,3,2,432
15426.0,19,4,23.29,2,2,3,223
15427.0,33,3,39.9,2,2,3,223
15428.0,15,1,17.700000000000003,1,4,3,143
15429.0,26,2,15.899999999999999,2,3,4,234
15432.0,23,1,12.600000000000001,2,4,4,244
15433.0,213,2,23.46,4,3,3,433
15434.0,8,5,81.82,1,2,2,122
15435.0,22,1,4.95,2,4,4,244
15436.0,12,3,16.0,1,2,4,124
15437.0,262,1,3.3,4,4,4,444
15438.0,131,1,11.8,3,4,4,344
15440.0,54,3,12.05,3,2,4,324
15442.0,248,1,297.0,4,4,1,441
15443.0,1,7,71.7,1,1,2,112
15444.0,9,2,19.17,1,3,3,133
15445.0,264,1,20.4,4,4,3,443
15447.0,330,1,10.2,4,4,4,444
15448.0,312,1,19.9,4,4,3,443
15449.0,26,3,57.2,2,2,2,222
15450.0,30,1,15.0,2,4,4,244
15452.0,29,3,50.35000000000001,2,2,2,222
15453.0,1,7,43.85,1,1,3,113
15454.0,362,1,4.95,4,4,4,444
15456.0,283,3,11.95,4,2,4,424
15457.0,262,1,1.25,4,4,4,444
15458.0,25,1,18.72,2,4,3,243
15460.0,354,1,1.25,4,4,4,444
15462.0,94,3,54.599999999999994,3,2,2,322
15463.0,29,1,6.84,2,4,4,244
15464.0,338,1,39.95,4,4,3,443
15465.0,19,17,3385.7499999999995,2,1,1,211
15466.0,85,1,5.1,3,4,4,344
15467.0,9,3,47.7,1,2,2,122
15468.0,51,2,39.699999999999996,3,3,3,333
15469.0,50,2,51.300000000000004,3,3,2,332
15471.0,2,1,3.75,1,4,4,144
15472.0,113,1,2.08,3,4,4,344
15473.0,14,7,1081.2,1,1,1,111
15475.0,77,1,17.85,3,4,3,343
15478.0,40,2,62.400000000000006,2,3,2,232
15482.0,15,12,1782.58,1,1,1,111
15483.0,161,4,10.64,4,2,4,424
15484.0,1,4,177.36,1,2,1,121
15485.0,30,2,15.54,2,3,4,234
15488.0,92,1,15.0,3,4,4,344
15489.0,22,3,87.0,2,2,2,222
15491.0,95,6,181.20000000000002,3,1,1,311
15492.0,28,2,20.04,2,3,3,233
15493.0,32,5,27.63,2,2,3,223
15494.0,21,2,4.2299999999999995,2,3,4,234
15497.0,17,2,120.0,1,3,2,132
15498.0,2,25,1041.53,1,1,1,111
15500.0,8,4,48.690000000000005,1,2,2,122
15502.0,15,9,3777.9300000000003,1,1,1,111
15503.0,362,1,0.42,4,4,4,444
15504.0,81,1,7.5,3,4,4,344
15505.0,52,5,135.14,3,2,1,321
15506.0,22,3,10.9,2,2,4,224
15507.0,171,1,7.95,4,4,4,444
